x_c,y_c,Ri,rho,u,v,p,T
-0.0349334,0.0247866,0,0.116124,208.331,0,10000,300
-0.0343684,0.0255642,0,0.116124,208.331,0,10000,300
-0.0337862,0.0263289,0,0.116124,208.331,0,10000,300
-0.0331869,0.0270804,0,0.116124,208.331,0,10000,300
-0.0325709,0.0278182,0,0.116124,208.331,0,10000,300
-0.0319385,0.028542,0,0.116124,208.331,0,10000,300
-0.0312901,0.0292515,0,0.116124,208.331,0,10000,300
-0.0306259,0.0299462,0,0.116124,208.331,0,10000,300
-0.0299462,0.0306259,0,0.116124,208.331,0,10000,300
-0.0292515,0.0312901,0,0.116124,208.331,0,10000,300
-0.028542,0.0319386,0,0.116124,208.331,0,10000,300
-0.0278182,0.0325709,0,0.116124,208.331,0,10000,300
-0.0270804,0.0331869,0,0.116124,208.331,0,10000,300
-0.0263289,0.0337862,0,0.116124,208.331,0,10000,300
-0.0255642,0.0343684,0,0.116124,208.331,0,10000,300
-0.0247866,0.0349334,0,0.116124,208.331,0,10000,300
-0.0239965,0.0354808,0,0.116124,208.331,0,10000,300
-0.0231943,0.0360103,0,0.116124,208.331,0,10000,300
-0.0223805,0.0365217,0,0.116124,208.331,0,10000,300
-0.0215554,0.0370147,0,0.116124,208.331,0,10000,300
-0.0207195,0.037489,0,0.116124,208.331,0,10000,300
-0.019873,0.0379444,0,0.116124,208.331,0,10000,300
-0.0190166,0.0383808,0,0.116124,208.331,0,10000,300
-0.0181507,0.0387979,0,0.116124,208.331,0,10000,300
-0.0172756,0.0391953,0,0.116124,208.331,0,10000,300
-0.0163917,0.0395731,0,0.116124,208.331,0,10000,300
-0.0154996,0.0399309,0,0.116124,208.331,0,10000,300
-0.0145998,0.0402687,0,0.116124,208.331,0,10000,300
-0.0136925,0.0405861,0,0.116124,208.331,0,10000,300
-0.0127784,0.0408831,0,0.116124,208.331,0,10000,300
-0.0118579,0.0411595,0,0.116124,208.331,0,10000,300
-0.0109313,0.0414153,0,0.116124,208.331,0,10000,300
-0.0099993,0.0416501,0,0.116124,208.331,0,10000,300
-0.00906223,0.041864,0,0.116124,208.331,0,10000,300
-0.00812061,0.0420568,0,0.116124,208.331,0,10000,300
-0.00717489,0.0422284,0,0.116124,208.331,0,10000,300
-0.00622556,0.0423787,0,0.116124,208.331,0,10000,300
-0.0052731,0.0425078,0,0.116124,208.331,0,10000,300
-0.00431798,0.0426154,0,0.116124,208.331,0,10000,300
-0.00336068,0.0427016,0,0.116124,208.331,0,10000,300
-0.0024017,0.0427662,0,0.116124,208.331,0,10000,300
-0.0014415,0.0428094,0,0.116124,208.331,0,10000,300
-0.000480583,0.0428309,0,0.116124,208.331,0,10000,300
-0.0356922,0.000400482,0,0.116124,208.331,0,10000,300
-0.0356742,0.00120124,0,0.116124,208.331,0,10000,300
-0.0356383,0.0020014,0,0.116124,208.331,0,10000,300
-0.0355844,0.00280055,0,0.116124,208.331,0,10000,300
-0.0355126,0.00359829,0,0.116124,208.331,0,10000,300
-0.0354229,0.00439422,0,0.116124,208.331,0,10000,300
-0.0353154,0.00518794,0,0.116124,208.331,0,10000,300
-0.0351901,0.00597904,0,0.116124,208.331,0,10000,300
-0.0350471,0.00676714,0,0.116124,208.331,0,10000,300
-0.0348864,0.00755182,0,0.116124,208.331,0,10000,300
-0.0347082,0.0083327,0,0.116124,208.331,0,10000,300
-0.0345125,0.00910939,0,0.116124,208.331,0,10000,300
-0.0342994,0.00988149,0,0.116124,208.331,0,10000,300
-0.0340691,0.0106486,0,0.116124,208.331,0,10000,300
-0.0338215,0.0114103,0,0.116124,208.331,0,10000,300
-0.033557,0.0121664,0,0.116124,208.331,0,10000,300
-0.0332755,0.0129162,0,0.116124,208.331,0,10000,300
-0.0329773,0.0136597,0,0.116124,208.331,0,10000,300
-0.0326626,0.0143962,0,0.116124,208.331,0,10000,300
-0.0323313,0.0151254,0,0.116124,208.331,0,10000,300
-0.0319838,0.0158471,0,0.116124,208.331,0,10000,300
-0.0316201,0.0165607,0,0.116124,208.331,0,10000,300
-0.0312406,0.0172661,0,0.116124,208.331,0,10000,300
-0.0308453,0.0179627,0,0.116124,208.331,0,10000,300
-0.0304345,0.0186503,0,0.116124,208.331,0,10000,300
-0.0300084,0.0193285,0,0.116124,208.331,0,10000,300
-0.0295671,0.0199969,0,0.116124,208.331,0,10000,300
-0.029111,0.0206554,0,0.116124,208.331,0,10000,300
-0.0286402,0.0213033,0,0.116124,208.331,0,10000,300
-0.028155,0.0219406,0,0.116124,208.331,0,10000,300
-0.0276556,0.0225668,0,0.116124,208.331,0,10000,300
-0.0271422,0.0231817,0,0.116124,208.331,0,10000,300
-0.0266153,0.0237848,0,0.116124,208.331,0,10000,300
-0.0260749,0.024376,0,0.116124,208.331,0,10000,300
-0.0255213,0.024955,0,0.116124,208.331,0,10000,300
-0.024955,0.0255213,0,0.116124,208.331,0,10000,300
-0.024376,0.0260749,0,0.116124,208.331,0,10000,300
-0.0237848,0.0266153,0,0.116124,208.331,0,10000,300
-0.0231817,0.0271422,0,0.116124,208.331,0,10000,300
-0.0225668,0.0276556,0,0.116124,208.331,0,10000,300
-0.0219406,0.028155,0,0.116124,208.331,0,10000,300
-0.0213033,0.0286402,0,0.116124,208.331,0,10000,300
-0.0206553,0.029111,0,0.116124,208.331,0,10000,300
-0.0199969,0.0295671,0,0.116124,208.331,0,10000,300
-0.0193285,0.0300084,0,0.116124,208.331,0,10000,300
-0.0186503,0.0304345,0,0.116124,208.331,0,10000,300
-0.0179627,0.0308453,0,0.116124,208.331,0,10000,300
-0.0172661,0.0312406,0,0.116124,208.331,0,10000,300
-0.0165607,0.0316201,0,0.116124,208.331,0,10000,300
-0.0158471,0.0319838,0,0.116124,208.331,0,10000,300
-0.0151254,0.0323313,0,0.116124,208.331,0,10000,300
-0.0143962,0.0326626,0,0.116124,208.331,0,10000,300
-0.0136597,0.0329773,0,0.116124,208.331,0,10000,300
-0.0129162,0.0332755,0,0.116124,208.331,0,10000,300
-0.0121664,0.033557,0,0.116124,208.331,0,10000,300
-0.0114103,0.0338215,0,0.116124,208.331,0,10000,300
-0.0106486,0.0340691,0,0.116124,208.331,0,10000,300
-0.00988149,0.0342994,0,0.116124,208.331,0,10000,300
-0.00910939,0.0345125,0,0.116124,208.331,0,10000,300
-0.0083327,0.0347082,0,0.116124,208.331,0,10000,300
-0.00755182,0.0348864,0,0.116124,208.331,0,10000,300
-0.00676714,0.0350471,0,0.116124,208.331,0,10000,300
-0.00597904,0.0351901,0,0.116124,208.331,0,10000,300
-0.00518794,0.0353154,0,0.116124,208.331,0,10000,300
-0.00439422,0.0354229,0,0.116124,208.331,0,10000,300
-0.00359829,0.0355126,0,0.116124,208.331,0,10000,300
-0.00280055,0.0355844,0,0.116124,208.331,0,10000,300
-0.0020014,0.0356383,0,0.116124,208.331,0,10000,300
-0.00120124,0.0356742,0,0.116124,208.331,0,10000,300
-0.000400482,0.0356922,0,0.116124,208.331,0,10000,300
-0.0297432,0.000333733,0,0.116124,208.331,0,10000,300
-0.0297283,0.00100103,0,0.116124,208.331,0,10000,300
-0.0296983,0.00166782,0,0.116124,208.331,0,10000,300
-0.0296534,0.00233378,0,0.116124,208.331,0,10000,300
-0.0295936,0.00299855,0,0.116124,208.331,0,10000,300
-0.0295188,0.00366182,0,0.116124,208.331,0,10000,300
-0.0294293,0.00432325,0,0.116124,208.331,0,10000,300
-0.0293249,0.00498249,0,0.116124,208.331,0,10000,300
-0.0292057,0.00563923,0,0.116124,208.331,0,10000,300
-0.0290718,0.00629313,0,0.116124,208.331,0,10000,300
-0.0289233,0.00694386,0,0.116124,208.331,0,10000,300
-0.0287602,0.0075911,0,0.116124,208.331,0,10000,300
-0.0285826,0.00823451,0,0.116124,208.331,0,10000,300
-0.0283906,0.00887376,0,0.116124,208.331,0,10000,300
-0.0281844,0.00950856,0,0.116124,208.331,0,10000,300
-0.0279639,0.0101386,0,0.116124,208.331,0,10000,300
-0.0277294,0.0107635,0,0.116124,208.331,0,10000,300
-0.0274809,0.0113829,0,0.116124,208.331,0,10000,300
-0.0272186,0.0119967,0,0.116124,208.331,0,10000,300
-0.0269425,0.0126044,0,0.116124,208.331,0,10000,300
-0.0266529,0.0132058,0,0.116124,208.331,0,10000,300
-0.0263499,0.0138005,0,0.116124,208.331,0,10000,300
-0.0260337,0.0143883,0,0.116124,208.331,0,10000,300
-0.0257043,0.0149688,0,0.116124,208.331,0,10000,300
-0.0253619,0.0155418,0,0.116124,208.331,0,10000,300
-0.0250068,0.016107,0,0.116124,208.331,0,10000,300
-0.0246391,0.016664,0,0.116124,208.331,0,10000,300
-0.024259,0.0172126,0,0.116124,208.331,0,10000,300
-0.0238666,0.0177526,0,0.116124,208.331,0,10000,300
-0.0234623,0.0182837,0,0.116124,208.331,0,10000,300
-0.0230461,0.0188055,0,0.116124,208.331,0,10000,300
-0.0226184,0.0193179,0,0.116124,208.331,0,10000,300
-0.0221792,0.0198205,0,0.116124,208.331,0,10000,300
-0.0217289,0.0203132,0,0.116124,208.331,0,10000,300
-0.0212676,0.0207956,0,0.116124,208.331,0,10000,300
-0.0207956,0.0212676,0,0.116124,208.331,0,10000,300
-0.0203132,0.0217289,0,0.116124,208.331,0,10000,300
-0.0198205,0.0221792,0,0.116124,208.331,0,10000,300
-0.0193179,0.0226184,0,0.116124,208.331,0,10000,300
-0.0188055,0.0230461,0,0.116124,208.331,0,10000,300
-0.0182837,0.0234623,0,0.116124,208.331,0,10000,300
-0.0177526,0.0238666,0,0.116124,208.331,0,10000,300
-0.0172127,0.024259,0,0.116124,208.331,0,10000,300
-0.016664,0.0246391,0,0.116124,208.331,0,10000,300
-0.016107,0.0250068,0,0.116124,208.331,0,10000,300
-0.0155418,0.0253619,0,0.116124,208.331,0,10000,300
-0.0149688,0.0257043,0,0.116124,208.331,0,10000,300
-0.0143883,0.0260337,0,0.116124,208.331,0,10000,300
-0.0138005,0.0263499,0,0.116124,208.331,0,10000,300
-0.0132058,0.0266529,0,0.116124,208.331,0,10000,300
-0.0126044,0.0269425,0,0.116124,208.331,0,10000,300
-0.0119967,0.0272186,0,0.116124,208.331,0,10000,300
-0.0113829,0.0274809,0,0.116124,208.331,0,10000,300
-0.0107635,0.0277294,0,0.116124,208.331,0,10000,300
-0.0101386,0.0279639,0,0.116124,208.331,0,10000,300
-0.00950856,0.0281844,0,0.116124,208.331,0,10000,300
-0.00887376,0.0283906,0,0.116124,208.331,0,10000,300
-0.00823451,0.0285826,0,0.116124,208.331,0,10000,300
-0.0075911,0.0287602,0,0.116124,208.331,0,10000,300
-0.00694386,0.0289233,0,0.116124,208.331,0,10000,300
-0.00629313,0.0290718,0,0.116124,208.331,0,10000,300
-0.00563923,0.0292057,0,0.116124,208.331,0,10000,300
-0.00498249,0.0293249,0,0.116124,208.331,0,10000,300
-0.00432325,0.0294293,0,0.116124,208.331,0,10000,300
-0.00366182,0.0295188,0,0.116124,208.331,0,10000,300
-0.00299855,0.0295936,0,0.116124,208.331,0,10000,300
-0.00233378,0.0296534,0,0.116124,208.331,0,10000,300
-0.00166782,0.0296983,0,0.116124,208.331,0,10000,300
-0.00100103,0.0297283,0,0.116124,208.331,0,10000,300
-0.000333732,0.0297432,0,0.116124,208.331,0,10000,300
-0.0247858,0.000278108,0,0.116124,208.331,0,10000,300
-0.0247733,0.000834182,0,0.116124,208.331,0,10000,300
-0.0247484,0.00138984,0,0.116124,208.331,0,10000,300
-0.0247109,0.00194479,0,0.116124,208.331,0,10000,300
-0.0246611,0.00249877,0,0.116124,208.331,0,10000,300
-0.0245988,0.00305149,0,0.116124,208.331,0,10000,300
-0.0245242,0.00360267,0,0.116124,208.331,0,10000,300
-0.0244371,0.00415204,0,0.116124,208.331,0,10000,300
-0.0243378,0.00469931,0,0.116124,208.331,0,10000,300
-0.0242262,0.00524422,0,0.116124,208.331,0,10000,300
-0.0241025,0.0057865,0,0.116124,208.331,0,10000,300
-0.0239666,0.00632585,0,0.116124,208.331,0,10000,300
-0.0238186,0.00686202,0,0.116124,208.331,0,10000,300
-0.0236586,0.00739474,0,0.116124,208.331,0,10000,300
-0.0234868,0.00792373,0,0.116124,208.331,0,10000,300
-0.0233031,0.00844873,0,0.116124,208.331,0,10000,300
-0.0231076,0.00896948,0,0.116124,208.331,0,10000,300
-0.0229005,0.00948571,0,0.116124,208.331,0,10000,300
-0.0226819,0.00999717,0,0.116124,208.331,0,10000,300
-0.0224519,0.0105036,0,0.116124,208.331,0,10000,300
-0.0222106,0.0110047,0,0.116124,208.331,0,10000,300
-0.021958,0.0115003,0,0.116124,208.331,0,10000,300
-0.0216945,0.0119901,0,0.116124,208.331,0,10000,300
-0.02142,0.0124738,0,0.116124,208.331,0,10000,300
-0.0211347,0.0129514,0,0.116124,208.331,0,10000,300
-0.0208387,0.0134223,0,0.116124,208.331,0,10000,300
-0.0205324,0.0138865,0,0.116124,208.331,0,10000,300
-0.0202156,0.0143437,0,0.116124,208.331,0,10000,300
-0.0198887,0.0147937,0,0.116124,208.331,0,10000,300
-0.0195517,0.0152362,0,0.116124,208.331,0,10000,300
-0.0192049,0.0156711,0,0.116124,208.331,0,10000,300
-0.0188485,0.0160981,0,0.116124,208.331,0,10000,300
-0.0184825,0.016517,0,0.116124,208.331,0,10000,300
-0.0181072,0.0169275,0,0.116124,208.331,0,10000,300
-0.0177228,0.0173295,0,0.116124,208.331,0,10000,300
-0.0173295,0.0177228,0,0.116124,208.331,0,10000,300
-0.0169275,0.0181072,0,0.116124,208.331,0,10000,300
-0.016517,0.0184825,0,0.116124,208.331,0,10000,300
-0.0160981,0.0188485,0,0.116124,208.331,0,10000,300
-0.0156711,0.0192049,0,0.116124,208.331,0,10000,300
-0.0152362,0.0195517,0,0.116124,208.331,0,10000,300
-0.0147937,0.0198886,0,0.116124,208.331,0,10000,300
-0.0143437,0.0202156,0,0.116124,208.331,0,10000,300
-0.0138865,0.0205323,0,0.116124,208.331,0,10000,300
-0.0134223,0.0208387,0,0.116124,208.331,0,10000,300
-0.0129514,0.0211347,0,0.116124,208.331,0,10000,300
-0.0124738,0.02142,0,0.116124,208.331,0,10000,300
-0.0119901,0.0216945,0,0.116124,208.331,0,10000,300
-0.0115003,0.021958,0,0.116124,208.331,0,10000,300
-0.0110047,0.0222106,0,0.116124,208.331,0,10000,300
-0.0105036,0.0224519,0,0.116124,208.331,0,10000,300
-0.00999717,0.0226819,0,0.116124,208.331,0,10000,300
-0.00948571,0.0229005,0,0.116124,208.331,0,10000,300
-0.00896948,0.0231076,0,0.116124,208.331,0,10000,300
-0.00844873,0.0233031,0,0.116124,208.331,0,10000,300
-0.00792373,0.0234868,0,0.116124,208.331,0,10000,300
-0.00739474,0.0236586,0,0.116124,208.331,0,10000,300
-0.00686202,0.0238186,0,0.116124,208.331,0,10000,300
-0.00632585,0.0239666,0,0.116124,208.331,0,10000,300
-0.0057865,0.0241025,0,0.116124,208.331,0,10000,300
-0.00524422,0.0242263,0,0.116124,208.331,0,10000,300
-0.00469931,0.0243378,0,0.116124,208.331,0,10000,300
-0.00415204,0.0244371,0,0.116124,208.331,0,10000,300
-0.00360267,0.0245242,0,0.116124,208.331,0,10000,300
-0.00305149,0.0245988,0,0.116124,208.331,0,10000,300
-0.00249877,0.0246611,0,0.116124,208.331,0,10000,300
-0.00194479,0.0247109,0,0.116124,208.331,0,10000,300
-0.00138984,0.0247484,0,0.116124,208.331,0,10000,300
-0.000834182,0.0247733,0,0.116124,208.331,0,10000,300
-0.000278107,0.0247858,0,0.116124,208.331,0,10000,300
-0.0206546,0.000231754,0,0.116124,208.331,0,10000,300
-0.0206442,0.000695145,0,0.116124,208.331,0,10000,300
-0.0206234,0.00115818,0,0.116124,208.331,0,10000,300
-0.0205922,0.00162064,0,0.116124,208.331,0,10000,300
-0.0205507,0.00208229,0,0.116124,208.331,0,10000,300
-0.0204988,0.00254288,0,0.116124,208.331,0,10000,300
-0.0204365,0.00300219,0,0.116124,208.331,0,10000,300
-0.0203641,0.00345999,0,0.116124,208.331,0,10000,300
-0.0202813,0.00391605,0,0.116124,208.331,0,10000,300
-0.0201883,0.00437014,0,0.116124,208.331,0,10000,300
-0.0200851,0.00482202,0,0.116124,208.331,0,10000,300
-0.0199719,0.00527148,0,0.116124,208.331,0,10000,300
-0.0198486,0.00571829,0,0.116124,208.331,0,10000,300
-0.0197153,0.00616221,0,0.116124,208.331,0,10000,300
-0.0195721,0.00660303,0,0.116124,208.331,0,10000,300
-0.019419,0.00704053,0,0.116124,208.331,0,10000,300
-0.0192561,0.00747448,0,0.116124,208.331,0,10000,300
-0.0190835,0.00790467,0,0.116124,208.331,0,10000,300
-0.0189014,0.00833088,0,0.116124,208.331,0,10000,300
-0.0187097,0.00875289,0,0.116124,208.331,0,10000,300
-0.0185086,0.0091705,0,0.116124,208.331,0,10000,300
-0.0182981,0.0095835,0,0.116124,208.331,0,10000,300
-0.0180785,0.00999165,0,0.116124,208.331,0,10000,300
-0.0178498,0.0103948,0,0.116124,208.331,0,10000,300
-0.0176121,0.0107927,0,0.116124,208.331,0,10000,300
-0.0173655,0.0111851,0,0.116124,208.331,0,10000,300
-0.0171101,0.011572,0,0.116124,208.331,0,10000,300
-0.0168461,0.011953,0,0.116124,208.331,0,10000,300
-0.0165737,0.012328,0,0.116124,208.331,0,10000,300
-0.0162929,0.0126967,0,0.116124,208.331,0,10000,300
-0.0160039,0.0130591,0,0.116124,208.331,0,10000,300
-0.0157069,0.0134149,0,0.116124,208.331,0,10000,300
-0.0154019,0.013764,0,0.116124,208.331,0,10000,300
-0.0150892,0.0141061,0,0.116124,208.331,0,10000,300
-0.0147689,0.0144411,0,0.116124,208.331,0,10000,300
-0.0144411,0.0147689,0,0.116124,208.331,0,10000,300
-0.0141061,0.0150892,0,0.116124,208.331,0,10000,300
-0.013764,0.0154019,0,0.116124,208.331,0,10000,300
-0.0134149,0.0157069,0,0.116124,208.331,0,10000,300
-0.0130591,0.0160039,0,0.116124,208.331,0,10000,300
-0.0126967,0.0162929,0,0.116124,208.331,0,10000,300
-0.0123279,0.0165737,0,0.116124,208.331,0,10000,300
-0.011953,0.0168461,0,0.116124,208.331,0,10000,300
-0.011572,0.0171101,0,0.116124,208.331,0,10000,300
-0.0111851,0.0173654,0,0.116124,208.331,0,10000,300
-0.0107927,0.0176121,0,0.116124,208.331,0,10000,300
-0.0103948,0.0178498,0,0.116124,208.331,0,10000,300
-0.00999165,0.0180785,0,0.116124,208.331,0,10000,300
-0.0095835,0.0182981,0,0.116124,208.331,0,10000,300
-0.0091705,0.0185086,0,0.116124,208.331,0,10000,300
-0.00875289,0.0187097,0,0.116124,208.331,0,10000,300
-0.00833088,0.0189014,0,0.116124,208.331,0,10000,300
-0.00790467,0.0190835,0,0.116124,208.331,0,10000,300
-0.00747448,0.0192561,0,0.116124,208.331,0,10000,300
-0.00704053,0.019419,0,0.116124,208.331,0,10000,300
-0.00660303,0.0195721,0,0.116124,208.331,0,10000,300
-0.00616221,0.0197153,0,0.116124,208.331,0,10000,300
-0.00571829,0.0198486,0,0.116124,208.331,0,10000,300
-0.00527148,0.0199719,0,0.116124,208.331,0,10000,300
-0.00482202,0.0200851,0,0.116124,208.331,0,10000,300
-0.00437014,0.0201883,0,0.116124,208.331,0,10000,300
-0.00391605,0.0202813,0,0.116124,208.331,0,10000,300
-0.00345999,0.0203641,0,0.116124,208.331,0,10000,300
-0.00300219,0.0204365,0,0.116124,208.331,0,10000,300
-0.00254288,0.0204988,0,0.116124,208.331,0,10000,300
-0.00208229,0.0205507,0,0.116124,208.331,0,10000,300
-0.00162064,0.0205922,0,0.116124,208.331,0,10000,300
-0.00115818,0.0206234,0,0.116124,208.331,0,10000,300
-0.000695145,0.0206442,0,0.116124,208.331,0,10000,300
-0.000231754,0.0206546,0,0.116124,208.331,0,10000,300
-0.0172119,0.000193126,0,0.116124,208.331,0,10000,300
-0.0172032,0.000579279,0,0.116124,208.331,0,10000,300
-0.0171859,0.000965141,0,0.116124,208.331,0,10000,300
-0.0171599,0.00135052,0,0.116124,208.331,0,10000,300
-0.0171253,0.00173522,0,0.116124,208.331,0,10000,300
-0.0170821,0.00211904,0,0.116124,208.331,0,10000,300
-0.0170302,0.00250179,0,0.116124,208.331,0,10000,300
-0.0169698,0.00288328,0,0.116124,208.331,0,10000,300
-0.0169009,0.00326333,0,0.116124,208.331,0,10000,300
-0.0168234,0.00364173,0,0.116124,208.331,0,10000,300
-0.0167374,0.0040183,0,0.116124,208.331,0,10000,300
-0.016643,0.00439284,0,0.116124,208.331,0,10000,300
-0.0165403,0.00476517,0,0.116124,208.331,0,10000,300
-0.0164292,0.0051351,0,0.116124,208.331,0,10000,300
-0.0163098,0.00550245,0,0.116124,208.331,0,10000,300
-0.0161823,0.00586703,0,0.116124,208.331,0,10000,300
-0.0160465,0.00622865,0,0.116124,208.331,0,10000,300
-0.0159027,0.00658713,0,0.116124,208.331,0,10000,300
-0.0157509,0.0069423,0,0.116124,208.331,0,10000,300
-0.0155912,0.00729397,0,0.116124,208.331,0,10000,300
-0.0154236,0.00764197,0,0.116124,208.331,0,10000,300
-0.0152482,0.00798613,0,0.116124,208.331,0,10000,300
-0.0150652,0.00832626,0,0.116124,208.331,0,10000,300
-0.0148746,0.0086622,0,0.116124,208.331,0,10000,300
-0.0146765,0.00899377,0,0.116124,208.331,0,10000,300
-0.014471,0.00932082,0,0.116124,208.331,0,10000,300
-0.0142582,0.00964317,0,0.116124,208.331,0,10000,300
-0.0140382,0.00996067,0,0.116124,208.331,0,10000,300
-0.0138112,0.0102732,0,0.116124,208.331,0,10000,300
-0.0135772,0.0105805,0,0.116124,208.331,0,10000,300
-0.0133364,0.0108825,0,0.116124,208.331,0,10000,300
-0.0130888,0.0111789,0,0.116124,208.331,0,10000,300
-0.0128347,0.0114698,0,0.116124,208.331,0,10000,300
-0.0125741,0.0117549,0,0.116124,208.331,0,10000,300
-0.0123072,0.0120341,0,0.116124,208.331,0,10000,300
-0.0120341,0.0123072,0,0.116124,208.331,0,10000,300
-0.0117549,0.0125741,0,0.116124,208.331,0,10000,300
-0.0114698,0.0128347,0,0.116124,208.331,0,10000,300
-0.0111789,0.0130888,0,0.116124,208.331,0,10000,300
-0.0108825,0.0133364,0,0.116124,208.331,0,10000,300
-0.0105805,0.0135772,0,0.116124,208.331,0,10000,300
-0.0102732,0.0138112,0,0.116124,208.331,0,10000,300
-0.00996067,0.0140382,0,0.116124,208.331,0,10000,300
-0.00964317,0.0142582,0,0.116124,208.331,0,10000,300
-0.00932082,0.014471,0,0.116124,208.331,0,10000,300
-0.00899377,0.0146765,0,0.116124,208.331,0,10000,300
-0.0086622,0.0148746,0,0.116124,208.331,0,10000,300
-0.00832626,0.0150652,0,0.116124,208.331,0,10000,300
-0.00798613,0.0152482,0,0.116124,208.331,0,10000,300
-0.00764197,0.0154236,0,0.116124,208.331,0,10000,300
-0.00729397,0.0155912,0,0.116124,208.331,0,10000,300
-0.0069423,0.0157509,0,0.116124,208.331,0,10000,300
-0.00658713,0.0159027,0,0.116124,208.331,0,10000,300
-0.00622865,0.0160465,0,0.116124,208.331,0,10000,300
-0.00586703,0.0161823,0,0.116124,208.331,0,10000,300
-0.00550245,0.0163098,0,0.116124,208.331,0,10000,300
-0.0051351,0.0164292,0,0.116124,208.331,0,10000,300
-0.00476517,0.0165403,0,0.116124,208.331,0,10000,300
-0.00439284,0.016643,0,0.116124,208.331,0,10000,300
-0.00401829,0.0167374,0,0.116124,208.331,0,10000,300
-0.00364173,0.0168234,0,0.116124,208.331,0,10000,300
-0.00326333,0.0169009,0,0.116124,208.331,0,10000,300
-0.00288328,0.0169698,0,0.116124,208.331,0,10000,300
-0.00250179,0.0170302,0,0.116124,208.331,0,10000,300
-0.00211904,0.0170821,0,0.116124,208.331,0,10000,300
-0.00173522,0.0171253,0,0.116124,208.331,0,10000,300
-0.00135052,0.0171599,0,0.116124,208.331,0,10000,300
-0.000965141,0.0171859,0,0.116124,208.331,0,10000,300
-0.000579279,0.0172032,0,0.116124,208.331,0,10000,300
-0.000193125,0.0172119,0,0.116124,208.331,0,10000,300
-0.014343,0.000160935,0,0.116124,208.331,0,10000,300
-0.0143358,0.000482725,0,0.116124,208.331,0,10000,300
-0.0143214,0.000804272,0,0.116124,208.331,0,10000,300
-0.0142997,0.00112541,0,0.116124,208.331,0,10000,300
-0.0142708,0.00144599,0,0.116124,208.331,0,10000,300
-0.0142348,0.00176583,0,0.116124,208.331,0,10000,300
-0.0141916,0.00208479,0,0.116124,208.331,0,10000,300
-0.0141413,0.00240269,0,0.116124,208.331,0,10000,300
-0.0140838,0.00271939,0,0.116124,208.331,0,10000,300
-0.0140193,0.00303472,0,0.116124,208.331,0,10000,300
-0.0139476,0.00334852,0,0.116124,208.331,0,10000,300
-0.013869,0.00366064,0,0.116124,208.331,0,10000,300
-0.0137834,0.00397091,0,0.116124,208.331,0,10000,300
-0.0136908,0.00427918,0,0.116124,208.331,0,10000,300
-0.0135913,0.0045853,0,0.116124,208.331,0,10000,300
-0.013485,0.00488911,0,0.116124,208.331,0,10000,300
-0.0133719,0.00519045,0,0.116124,208.331,0,10000,300
-0.013252,0.00548918,0,0.116124,208.331,0,10000,300
-0.0131255,0.00578516,0,0.116124,208.331,0,10000,300
-0.0129925,0.00607821,0,0.116124,208.331,0,10000,300
-0.0128528,0.00636821,0,0.116124,208.331,0,10000,300
-0.0127067,0.00665499,0,0.116124,208.331,0,10000,300
-0.0125542,0.00693843,0,0.116124,208.331,0,10000,300
-0.0123953,0.00721837,0,0.116124,208.331,0,10000,300
-0.0122302,0.00749468,0,0.116124,208.331,0,10000,300
-0.012059,0.00776722,0,0.116124,208.331,0,10000,300
-0.0118817,0.00803584,0,0.116124,208.331,0,10000,300
-0.0116983,0.00830043,0,0.116124,208.331,0,10000,300
-0.0115091,0.00856082,0,0.116124,208.331,0,10000,300
-0.0113142,0.00881691,0,0.116124,208.331,0,10000,300
-0.0111135,0.00906856,0,0.116124,208.331,0,10000,300
-0.0109072,0.00931564,0,0.116124,208.331,0,10000,300
-0.0106954,0.00955802,0,0.116124,208.331,0,10000,300
-0.0104783,0.00979561,0,0.116124,208.331,0,10000,300
-0.0102558,0.0100283,0,0.116124,208.331,0,10000,300
-0.0100283,0.0102558,0,0.116124,208.331,0,10000,300
-0.00979561,0.0104783,0,0.116124,208.331,0,10000,300
-0.00955802,0.0106954,0,0.116124,208.331,0,10000,300
-0.00931564,0.0109072,0,0.116124,208.331,0,10000,300
-0.00906856,0.0111135,0,0.116124,208.331,0,10000,300
-0.00881691,0.0113142,0,0.116124,208.331,0,10000,300
-0.00856082,0.0115091,0,0.116124,208.331,0,10000,300
-0.00830043,0.0116983,0,0.116124,208.331,0,10000,300
-0.00803584,0.0118817,0,0.116124,208.331,0,10000,300
-0.00776722,0.012059,0,0.116124,208.331,0,10000,300
-0.00749468,0.0122302,0,0.116124,208.331,0,10000,300
-0.00721837,0.0123953,0,0.116124,208.331,0,10000,300
-0.00693843,0.0125542,0,0.116124,208.331,0,10000,300
-0.00665499,0.0127067,0,0.116124,208.331,0,10000,300
-0.00636821,0.0128528,0,0.116124,208.331,0,10000,300
-0.00607821,0.0129925,0,0.116124,208.331,0,10000,300
-0.00578516,0.0131255,0,0.116124,208.331,0,10000,300
-0.00548919,0.013252,0,0.116124,208.331,0,10000,300
-0.00519045,0.0133719,0,0.116124,208.331,0,10000,300
-0.00488911,0.013485,0,0.116124,208.331,0,10000,300
-0.0045853,0.0135913,0,0.116124,208.331,0,10000,300
-0.00427918,0.0136908,0,0.116124,208.331,0,10000,300
-0.00397091,0.0137833,0,0.116124,208.331,0,10000,300
-0.00366064,0.013869,0,0.116124,208.331,0,10000,300
