x,y,index
-0.0894145,0.275189,269
-0.0832172,0.277126,270
-0.0769781,0.278924,271
-0.0707002,0.280581,272
-0.0643867,0.282097,273
-0.0580408,0.28347,274
-0.0516657,0.284701,275
-0.0452645,0.285789,276
-0.0388406,0.286733,277
-0.0323971,0.287532,278
-0.0259372,0.288186,279
-0.0194644,0.288696,280
-0.0129817,0.28906,281
-0.00649248,0.289278,282
-0,0.289351,283
-0.241126,1.47647e-17,284
-0.241065,0.0054104,285
-0.240883,0.0108181,286
-0.24058,0.0162203,287
-0.240155,0.0216144,288
-0.23961,0.0269975,289
-0.238944,0.0323671,290
-0.238157,0.0377204,291
-0.237251,0.0430547,292
-0.236225,0.0483673,293
-0.23508,0.0536555,294
-0.233817,0.0589168,295
-0.232436,0.0641483,296
-0.230938,0.0693476,297
-0.229324,0.074512,298
-0.227595,0.0796388,299
-0.22575,0.0847255,300
-0.223792,0.0897696,301
-0.221722,0.0947685,302
-0.21954,0.0997196,303
-0.217247,0.104621,304
-0.214845,0.109469,305
-0.212334,0.114262,306
-0.209717,0.118998,307
-0.206994,0.123673,308
-0.204167,0.128287,309
-0.201237,0.132835,310
-0.198206,0.137317,311
-0.195075,0.14173,312
-0.191846,0.146072,313
-0.18852,0.150339,314
-0.185099,0.154532,315
-0.181585,0.158646,316
-0.17798,0.16268,317
-0.174284,0.166633,318
-0.170502,0.170502,319
-0.166633,0.174284,320
-0.16268,0.17798,321
-0.158646,0.181585,322
-0.154532,0.185099,323
-0.150339,0.18852,324
-0.146072,0.191846,325
-0.14173,0.195075,326
-0.137317,0.198206,327
-0.132835,0.201237,328
-0.128287,0.204167,329
-0.123673,0.206994,330
-0.118998,0.209717,331
-0.114262,0.212334,332
-0.109469,0.214845,333
-0.104621,0.217247,334
-0.0997196,0.21954,335
-0.0947685,0.221722,336
-0.0897696,0.223792,337
-0.0847255,0.22575,338
-0.0796388,0.227595,339
-0.074512,0.229324,340
-0.0693476,0.230938,341
-0.0641483,0.232436,342
-0.0589168,0.233817,343
-0.0536555,0.23508,344
-0.0483673,0.236225,345
-0.0430547,0.237251,346
-0.0377204,0.238157,347
-0.0323671,0.238944,348
-0.0269975,0.23961,349
-0.0216144,0.240155,350
-0.0162203,0.24058,351
-0.0108181,0.240883,352
-0.0054104,0.241065,353
-0,0.241126,354
-0.200938,1.23039e-17,355
-0.200887,0.00450866,356
-0.200736,0.00901505,357
-0.200483,0.0135169,358
-0.200129,0.0180119,359
-0.199674,0.0224979,360
-0.199119,0.0269726,361
-0.198464,0.0314336,362
-0.197709,0.0358789,363
-0.196854,0.040306,364
-0.1959,0.0447129,365
-0.194847,0.0490973,366
-0.193697,0.0534569,367
-0.192448,0.0577896,368
-0.191103,0.0620932,369
-0.189662,0.0663656,370
-0.188125,0.0706045,371
-0.186494,0.0748079,372
-0.184768,0.0789736,373
-0.182949,0.0830996,374
-0.181039,0.0871837,375
-0.179037,0.0912239,376
-0.176945,0.0952182,377
-0.174764,0.0991645,378
-0.172495,0.103061,379
-0.170139,0.106905,380
-0.167697,0.110696,381
-0.165171,0.114431,382
-0.162562,0.118108,383
-0.159871,0.121726,384
-0.1571,0.125283,385
-0.154249,0.128776,386
-0.151321,0.132205,387
-0.148316,0.135567,388
-0.145237,0.138861,389
-0.142085,0.142085,390
-0.138861,0.145237,391
-0.135567,0.148316,392
-0.132205,0.151321,393
-0.128776,0.154249,394
-0.125283,0.1571,395
-0.121726,0.159871,396
-0.118108,0.162562,397
-0.114431,0.165171,398
-0.110696,0.167697,399
-0.106905,0.170139,400
-0.103061,0.172495,401
-0.0991645,0.174764,402
-0.0952182,0.176945,403
-0.0912239,0.179037,404
-0.0871837,0.181039,405
-0.0830996,0.182949,406
-0.0789736,0.184768,407
-0.0748079,0.186494,408
-0.0706045,0.188125,409
-0.0663656,0.189662,410
-0.0620932,0.191103,411
-0.0577896,0.192448,412
-0.0534569,0.193697,413
-0.0490973,0.194847,414
-0.0447129,0.1959,415
-0.040306,0.196854,416
-0.0358789,0.197709,417
-0.0314336,0.198464,418
-0.0269726,0.199119,419
-0.0224979,0.199674,420
-0.0180119,0.200129,421
-0.0135169,0.200483,422
-0.00901505,0.200736,423
-0.00450866,0.200887,424
-0,0.200938,425
-0.167448,1.02532e-17,426
-0.167406,0.00375721,427
-0.167279,0.00751253,428
-0.167069,0.0112641,429
-0.166774,0.0150099,430
-0.166395,0.0187482,431
-0.165933,0.0224771,432
-0.165386,0.0261946,433
-0.164757,0.029899,434
-0.164045,0.0335883,435
-0.16325,0.0372607,436
-0.162373,0.0409143,437
-0.161414,0.0445473,438
-0.160373,0.0481579,439
-0.159253,0.0517443,440
-0.158051,0.0553046,441
-0.156771,0.058837,442
-0.155411,0.0623398,443
-0.153973,0.0658113,444
-0.152458,0.0692496,445
-0.150865,0.072653,446
-0.149197,0.0760198,447
-0.147454,0.0793484,448
-0.145636,0.082637,449
-0.143746,0.085884,450
-0.141782,0.0890877,451
-0.139748,0.0922466,452
-0.137643,0.0953591,453
-0.135468,0.0984235,454
-0.133226,0.101438,455
-0.130916,0.104402,456
-0.128541,0.107313,457
-0.1261,0.110171,458
-0.123597,0.112972,459
-0.121031,0.115717,460
-0.118404,0.118404,461
-0.115717,0.121031,462
-0.112972,0.123597,463
-0.110171,0.1261,464
-0.107313,0.128541,465
-0.104402,0.130916,466
-0.101438,0.133226,467
-0.0984235,0.135468,468
-0.0953591,0.137643,469
-0.0922466,0.139748,470
-0.0890877,0.141782,471
-0.085884,0.143746,472
-0.082637,0.145636,473
-0.0793484,0.147454,474
-0.0760198,0.149197,475
-0.072653,0.150865,476
-0.0692496,0.152458,477
-0.0658113,0.153973,478
-0.0623398,0.155411,479
-0.058837,0.156771,480
-0.0553046,0.158051,481
-0.0517443,0.159253,482
-0.0481579,0.160373,483
-0.0445473,0.161414,484
-0.0409143,0.162373,485
-0.0372607,0.16325,486
-0.0335883,0.164045,487
-0.029899,0.164757,488
-0.0261946,0.165386,489
-0.0224771,0.165933,490
-0.0187482,0.166395,491
-0.0150099,0.166774,492
-0.0112641,0.167069,493
-0.00751253,0.167279,494
-0.00375721,0.167406,495
-0,0.167448,496
-0.13954,8.54435e-18,497
-0.139505,0.003131,498
-0.139399,0.00626043,499
-0.139224,0.0093867,500
-0.138978,0.0125083,501
-0.138662,0.0156235,502
-0.138277,0.0187309,503
-0.137822,0.0218288,504
-0.137297,0.0249158,505
-0.136704,0.0279902,506
-0.136041,0.0310505,507
-0.13531,0.0340952,508
-0.134511,0.0371227,509
-0.133644,0.0401315,510
-0.13271,0.0431202,511
-0.131709,0.0460871,512
-0.130642,0.0490308,513
-0.129509,0.0519498,514
-0.128311,0.0548426,515
-0.127048,0.0577079,516
-0.125721,0.060544,517
-0.124331,0.0633497,518
-0.122878,0.0661235,519
-0.121363,0.068864,520
-0.119788,0.0715699,521
-0.118152,0.0742396,522
-0.116456,0.076872,523
-0.114702,0.0794657,524
-0.11289,0.0820194,525
-0.111021,0.0845318,526
-0.109097,0.0870016,527
-0.107117,0.0894276,528
-0.105083,0.0918086,529
-0.102997,0.0941434,530
-0.100859,0.0964307,531
-0.0986695,0.0986695,532
-0.0964307,0.100859,533
-0.0941434,0.102997,534
-0.0918086,0.105083,535
-0.0894276,0.107117,536
-0.0870016,0.109097,537
-0.0845318,0.111021,538
-0.0820194,0.11289,539
-0.0794657,0.114702,540
-0.076872,0.116456,541
-0.0742396,0.118152,542
-0.0715699,0.119788,543
-0.068864,0.121363,544
-0.0661235,0.122878,545
-0.0633497,0.124331,546
-0.060544,0.125721,547
-0.0577079,0.127048,548
-0.0548426,0.128311,549
-0.0519498,0.129509,550
-0.0490308,0.130642,551
-0.0460871,0.131709,552
-0.0431202,0.13271,553
-0.0401315,0.133644,554
-0.0371227,0.134511,555
-0.0340952,0.13531,556
-0.0310505,0.136041,557
-0.0279902,0.136704,558
-0.0249158,0.137297,559
-0.0218288,0.137822,560
-0.0187309,0.138277,561
-0.0156235,0.138662,562
-0.0125083,0.138978,563
-0.0093867,0.139224,564
-0.00626043,0.139399,565
-0.003131,0.139505,566
-0,0.13954,567
-0.116283,7.12028e-18,568
-0.116254,0.00260916,569
-0.116166,0.00521701,570
-0.11602,0.00782224,571
-0.115815,0.0104235,572
-0.115552,0.0130196,573
-0.115231,0.015609,574
-0.114851,0.0181907,575
-0.114414,0.0207631,576
-0.11392,0.0233251,577
-0.113367,0.0258754,578
-0.112758,0.0284126,579
-0.112092,0.0309355,580
-0.11137,0.0334429,581
-0.110592,0.0359334,582
-0.109758,0.0384058,583
-0.108868,0.0408589,584
-0.107924,0.0432914,585
-0.106925,0.0457021,586
-0.105873,0.0480898,587
-0.104767,0.0504533,588
-0.103609,0.0527913,589
-0.102398,0.0551028,590
-0.101136,0.0573866,591
-0.0998229,0.0596414,592
-0.0984596,0.0618662,593
-0.0970466,0.0640599,594
-0.0955848,0.0662213,595
-0.0940749,0.0683494,596
-0.0925175,0.070443,597
-0.0909136,0.0725012,598
-0.089264,0.0745229,599
-0.0875693,0.076507,600
-0.0858306,0.0784527,601
-0.0840487,0.0803588,602
-0.0822244,0.0822244,603
-0.0803588,0.0840487,604
-0.0784527,0.0858306,605
-0.076507,0.0875693,606
-0.0745229,0.089264,607
-0.0725012,0.0909136,608
-0.070443,0.0925175,609
-0.0683494,0.0940749,610
-0.0662213,0.0955848,611
-0.0640599,0.0970466,612
-0.0618662,0.0984596,613
-0.0596414,0.0998229,614
-0.0573866,0.101136,615
-0.0551028,0.102398,616
-0.0527913,0.103609,617
-0.0504533,0.104767,618
-0.0480898,0.105873,619
-0.0457021,0.106925,620
-0.0432914,0.107924,621
-0.0408589,0.108868,622
-0.0384058,0.109758,623
-0.0359334,0.110592,624
-0.0334429,0.11137,625
-0.0309355,0.112092,626
-0.0284126,0.112758,627
-0.0258754,0.113367,628
-0.0233251,0.11392,629
-0.0207631,0.114414,630
-0.0181907,0.114851,631
-0.015609,0.115231,632
-0.0130196,0.115552,633
-0.0104235,0.115815,634
-0.00782224,0.11602,635
-0.00521701,0.116166,636
-0.00260916,0.116254,637
-0,0.116283,638
-0.0969022,5.93355e-18,639
-0.0968778,0.0021743,640
-0.0968046,0.0043475,641
-0.0966827,0.00651851,642
-0.0965121,0.00868625,643
-0.0962929,0.0108496,644
-0.0960252,0.0130075,645
-0.0957092,0.0151588,646
-0.0953449,0.0173026,647
-0.0949327,0.0194376,648
-0.0944727,0.0215628,649
-0.093965,0.0236771,650
-0.0934101,0.0257796,651
-0.0928082,0.027869,652
-0.0921595,0.0299444,653
-0.0914644,0.0320048,654
-0.0907232,0.034049,655
-0.0899364,0.0360761,656
-0.0891043,0.038085,657
-0.0882273,0.0400747,658
-0.0873059,0.0420443,659
-0.0863405,0.0439927,660
-0.0853316,0.0459189,661
-0.0842798,0.047822,662
-0.0831856,0.0497011,663
-0.0820494,0.0515551,664
-0.080872,0.0533831,665
-0.0796538,0.0551843,666
-0.0783955,0.0569577,667
-0.0770978,0.0587024,668
-0.0757612,0.0604175,669
-0.0743865,0.0621023,670
-0.0729743,0.0637557,671
-0.0715254,0.0653771,672
-0.0700404,0.0669655,673
-0.0685202,0.0685202,674
-0.0669655,0.0700404,675
-0.0653771,0.0715254,676
-0.0637557,0.0729743,677
-0.0621023,0.0743865,678
-0.0604175,0.0757612,679
-0.0587024,0.0770978,680
-0.0569577,0.0783955,681
-0.0551843,0.0796538,682
-0.0533831,0.080872,683
-0.0515551,0.0820494,684
-0.0497011,0.0831856,685
-0.047822,0.0842798,686
-0.0459189,0.0853316,687
-0.0439927,0.0863405,688
-0.0420443,0.0873059,689
-0.0400747,0.0882273,690
-0.038085,0.0891043,691
-0.0360761,0.0899364,692
-0.034049,0.0907232,693
-0.0320048,0.0914644,694
-0.0299444,0.0921595,695
-0.027869,0.0928082,696
-0.0257796,0.0934101,697
-0.0236771,0.093965,698
-0.0215628,0.0944727,699
-0.0194376,0.0949327,700
-0.0173026,0.0953449,701
-0.0151588,0.0957092,702
-0.0130075,0.0960252,703
-0.0108496,0.0962929,704
-0.00868625,0.0965121,705
-0.00651851,0.0966827,706
-0.0043475,0.0968046,707
-0.0021743,0.0968778,708
-0,0.0969022,709
-0.0807516,4.94461e-18,710
-0.0807313,0.00181191,711
-0.0806703,0.00362291,712
-0.0805687,0.00543208,713
-0.0804265,0.00723852,714
-0.0802438,0.00904131,715
-0.0800208,0.0108395,716
-0.0797574,0.0126323,717
-0.0794539,0.0144188,718
-0.0791103,0.0161979,719
-0.078727,0.0179689,720
-0.078304,0.0197309,721
-0.0778415,0.0214829,722
-0.0773399,0.0232241,723
-0.0767993,0.0249536,724
-0.0762201,0.0266706,725
-0.0756025,0.0283741,726
-0.0749468,0.0300633,727
-0.0742533,0.0317374,728
-0.0735225,0.0333955,729
-0.0727547,0.0350368,730
-0.0719502,0.0366605,731
-0.0711095,0.0382656,732
-0.070233,0.0398516,733
-0.0693211,0.0414174,734
-0.0683743,0.0429624,735
-0.0673931,0.0444858,736
-0.066378,0.0459868,737
-0.0653294,0.0474646,738
-0.0642479,0.0489185,739
-0.0631341,0.0503478,740
-0.0619885,0.0517517,741
-0.0608117,0.0531296,742
-0.0596043,0.0544807,743
-0.0583668,0.0558044,744
-0.0571,0.0571,745
-0.0558044,0.0583668,746
-0.0544807,0.0596043,747
-0.0531296,0.0608117,748
-0.0517517,0.0619885,749
-0.0503478,0.0631341,750
-0.0489185,0.0642479,751
-0.0474646,0.0653294,752
-0.0459868,0.066378,753
-0.0444858,0.0673931,754
-0.0429624,0.0683743,755
-0.0414174,0.0693211,756
-0.0398516,0.070233,757
-0.0382656,0.0711095,758
-0.0366605,0.0719502,759
-0.0350368,0.0727547,760
-0.0333955,0.0735225,761
-0.0317374,0.0742533,762
-0.0300633,0.0749468,763
-0.0283741,0.0756025,764
-0.0266706,0.0762201,765
-0.0249536,0.0767993,766
-0.0232241,0.0773399,767
-0.0214829,0.0778415,768
-0.0197309,0.078304,769
-0.0179689,0.078727,770
-0.0161979,0.0791103,771
-0.0144188,0.0794539,772
-0.0126323,0.0797574,773
-0.0108395,0.0800208,774
-0.00904131,0.0802438,775
-0.00723852,0.0804265,776
-0.00543208,0.0805687,777
-0.00362291,0.0806703,778
-0.00181191,0.0807313,779
-0,0.0807516,780
-0.0672928,4.12049e-18,781
-0.0672758,0.00150992,782
-0.067225,0.00301908,783
-0.0671403,0.00452672,784
-0.0670219,0.00603208,785
-0.0668696,0.0075344,786
-0.0666837,0.00903293,787
-0.0664643,0.0105269,788
-0.0662113,0.0120156,789
-0.0659251,0.0134982,790
-0.0656056,0.014974,791
-0.0652531,0.0164423,792
-0.0648677,0.0179024,793
-0.0644497,0.0193534,794
-0.0639992,0.0207946,795
-0.0635165,0.0222254,796
-0.0630018,0.023645,797
-0.0624554,0.0250527,798
-0.0618776,0.0264477,799
-0.0612685,0.0278295,800
-0.0606287,0.0291972,801
-0.0599583,0.0305503,802
-0.0592577,0.0318879,803
-0.0585273,0.0332095,804
-0.0577674,0.0345144,805
-0.0569784,0.0358019,806
-0.0561607,0.0370714,807
-0.0553148,0.0383222,808
-0.054441,0.0395537,809
-0.0535398,0.0407653,810
-0.0526116,0.0419563,811
-0.0516569,0.0431263,812
-0.0506763,0.0442745,813
-0.0496701,0.0454004,814
-0.0486389,0.0465035,815
-0.0475832,0.0475832,816
-0.0465035,0.0486389,817
-0.0454004,0.0496701,818
-0.0442745,0.0506763,819
-0.0431263,0.0516569,820
-0.0419563,0.0526116,821
-0.0407653,0.0535398,822
-0.0395537,0.054441,823
-0.0383222,0.0553148,824
-0.0370714,0.0561607,825
-0.0358019,0.0569784,826
-0.0345144,0.0577674,827
-0.0332095,0.0585273,828
-0.0318879,0.0592577,829
-0.0305503,0.0599583,830
-0.0291972,0.0606287,831
-0.0278295,0.0612685,832
-0.0264477,0.0618776,833
-0.0250527,0.0624554,834
-0.023645,0.0630018,835
-0.0222254,0.0635165,836
-0.0207946,0.0639992,837
-0.0193534,0.0644497,838
-0.0179024,0.0648677,839
-0.0164423,0.0652531,840
-0.014974,0.0656056,841
-0.0134982,0.0659251,842
-0.0120156,0.0662113,843
-0.0105269,0.0664643,844
-0.00903293,0.0666837,845
-0.0075344,0.0668696,846
-0.00603208,0.0670219,847
-0.00452672,0.0671403,848
-0.00301908,0.067225,849
-0.00150992,0.0672758,850
-0,0.0672928,851
-0.0560771,3.43373e-18,852
-0.0560629,0.00125826,853
-0.0560206,0.00251589,854
-0.05595,0.00377225,855
-0.0558513,0.00502671,856
-0.0557245,0.00627864,857
-0.0555695,0.00752741,858
-0.0553867,0.00877238,859
-0.0551759,0.0100129,860
-0.0549373,0.0112485,861
-0.0546711,0.0124783,862
-0.0543773,0.0137019,863
-0.0540562,0.0149186,864
-0.0537078,0.0161277,865
-0.0533324,0.0173288,866
-0.0529302,0.0185211,867
-0.0525013,0.0197041,868
-0.052046,0.0208771,869
-0.0515644,0.0220397,870
-0.0510569,0.0231911,871
-0.0505237,0.0243309,872
-0.049965,0.0254585,873
-0.0493812,0.0265732,874
-0.0487725,0.0276745,875
-0.0481393,0.0287619,876
-0.0474818,0.0298348,877
-0.0468004,0.0308927,878
-0.0460955,0.031935,879
-0.0453673,0.0329613,880
-0.0446163,0.0339709,881
-0.0438428,0.0349635,882
-0.0430473,0.0359384,883
-0.04223,0.0368953,884
-0.0413915,0.0378335,885
-0.0405322,0.0387528,886
-0.0396525,0.0396525,887
-0.0387528,0.0405322,888
-0.0378335,0.0413915,889
-0.0368953,0.04223,890
-0.0359384,0.0430473,891
-0.0349635,0.0438428,892
-0.0339709,0.0446163,893
-0.0329613,0.0453673,894
-0.031935,0.0460955,895
-0.0308927,0.0468004,896
-0.0298348,0.0474818,897
-0.0287619,0.0481393,898
-0.0276745,0.0487725,899
-0.0265732,0.0493812,900
-0.0254585,0.049965,901
-0.0243309,0.0505237,902
-0.0231911,0.0510569,903
-0.0220397,0.0515644,904
-0.0208771,0.052046,905
-0.0197041,0.0525013,906
-0.0185211,0.0529302,907
-0.0173288,0.0533324,908
-0.0161277,0.0537078,909
-0.0149186,0.0540562,910
-0.0137019,0.0543773,911
-0.0124783,0.0546711,912
-0.0112485,0.0549373,913
-0.0100129,0.0551759,914
-0.00877238,0.0553867,915
-0.00752741,0.0555695,916
-0.00627864,0.0557245,917
-0.00502671,0.0558513,918
-0.00377225,0.05595,919
-0.00251589,0.0560206,920
-0.00125826,0.0560629,921
-0,0.0560771,922
-0.0467306,2.86143e-18,923
-0.0467189,0.00104855,924
-0.0466836,0.00209656,925
-0.0466248,0.00314352,926
-0.0465425,0.0041889,927
-0.0464368,0.00523217,928
-0.0463077,0.00627281,929
-0.0461553,0.00731028,930
-0.0459797,0.00834408,931
-0.0457809,0.00937367,932
-0.045559,0.0103985,933
-0.0453142,0.0114182,934
-0.0450466,0.0124321,935
-0.0447563,0.0134397,936
-0.0444435,0.0144406,937
-0.0441083,0.0154342,938
-0.0437509,0.01642,939
-0.0433714,0.0173975,940
-0.0429701,0.0183663,941
-0.0425472,0.0193259,942
-0.0421029,0.0202757,943
-0.0416373,0.0212153,944
-0.0411508,0.0221442,945
-0.0406436,0.023062,946
-0.0401159,0.0239681,947
-0.039568,0.0248622,948
-0.0390001,0.0257438,949
-0.0384127,0.0266124,950
-0.0378059,0.0274676,951
-0.03718,0.028309,952
-0.0365355,0.0291361,953
-0.0358725,0.0299485,954
-0.0351915,0.0307459,955
-0.0344928,0.0315278,956
-0.0337767,0.0322938,957
-0.0330436,0.0330436,958
-0.0322938,0.0337767,959
-0.0315278,0.0344928,960
-0.0307459,0.0351915,961
-0.0299485,0.0358725,962
-0.0291361,0.0365355,963
-0.028309,0.03718,964
-0.0274676,0.0378059,965
-0.0266124,0.0384127,966
-0.0257438,0.0390001,967
-0.0248622,0.039568,968
-0.0239681,0.0401159,969
-0.023062,0.0406436,970
-0.0221442,0.0411508,971
-0.0212153,0.0416373,972
-0.0202757,0.0421029,973
-0.0193259,0.0425472,974
-0.0183663,0.0429701,975
-0.0173975,0.0433714,976
-0.01642,0.0437509,977
-0.0154342,0.0441083,978
-0.0144406,0.0444435,979
-0.0134397,0.0447563,980
-0.0124321,0.0450466,981
-0.0114182,0.0453142,982
-0.0103985,0.045559,983
-0.00937367,0.0457809,984
-0.00834408,0.0459797,985
-0.00731028,0.0461553,986
-0.00627281,0.0463077,987
-0.00523217,0.0464368,988
-0.0041889,0.0465425,989
-0.00314352,0.0466248,990
-0.00209656,0.0466836,991
-0.00104855,0.0467189,992
-0,0.0467306,993
-0.038942,2.38451e-18,994
-0.0389322,0.000873782,995
-0.0389027,0.00174712,996
