x,y,index
-0.0388538,0.00261959,997
-0.0387852,0.00349073,998
-0.0386971,0.00436012,999
-0.0385895,0.00522731,1000
-0.0384625,0.00609186,1001
-0.0383161,0.00695336,1002
-0.0381505,0.00781135,1003
-0.0379656,0.0086654,1004
-0.0377616,0.00951509,1005
-0.0375386,0.01036,1006
-0.0372967,0.0111997,1007
-0.037036,0.0120337,1008
-0.0367567,0.0128617,1009
-0.0364588,0.0136832,1010
-0.0361426,0.0144978,1011
-0.0358082,0.0153052,1012
-0.0354558,0.0161048,1013
-0.0350855,0.0168963,1014
-0.0346975,0.0176793,1015
-0.0342921,0.0184534,1016
-0.0338694,0.0192182,1017
-0.0334297,0.0199733,1018
-0.0329731,0.0207184,1019
-0.0324999,0.021453,1020
-0.0320104,0.0221768,1021
-0.0315047,0.0228895,1022
-0.0309832,0.0235907,1023
-0.0304461,0.0242799,1024
-0.0298936,0.024957,1025
-0.0293261,0.0256214,1026
-0.0287438,0.026273,1027
-0.028147,0.0269113,1028
-0.0275361,0.0275361,1029
-0.0269113,0.028147,1030
-0.026273,0.0287438,1031
-0.0256214,0.0293261,1032
-0.024957,0.0298936,1033
-0.0242799,0.0304461,1034
-0.0235907,0.0309832,1035
-0.0228895,0.0315047,1036
-0.0221768,0.0320104,1037
-0.021453,0.0324999,1038
-0.0207184,0.0329731,1039
-0.0199733,0.0334297,1040
-0.0192182,0.0338694,1041
-0.0184534,0.0342921,1042
-0.0176793,0.0346975,1043
-0.0168963,0.0350855,1044
-0.0161048,0.0354558,1045
-0.0153052,0.0358082,1046
-0.0144978,0.0361426,1047
-0.0136832,0.0364588,1048
-0.0128617,0.0367567,1049
-0.0120337,0.037036,1050
-0.0111997,0.0372967,1051
-0.01036,0.0375386,1052
-0.00951509,0.0377616,1053
-0.0086654,0.0379656,1054
-0.00781135,0.0381505,1055
-0.00695336,0.0383161,1056
-0.00609186,0.0384625,1057
-0.00522731,0.0385895,1058
-0.00436012,0.0386971,1059
-0.00349073,0.0387852,1060
-0.00261959,0.0388538,1061
-0.00174712,0.0389027,1062
-0.000873782,0.0389322,1063
-0,0.038942,1064
-0.0324514,1.98707e-18,1065
-0.0324432,0.000728147,1066
-0.0324187,0.00145593,1067
-0.0323779,0.00218297,1068
-0.0323208,0.00290892,1069
-0.0322473,0.0036334,1070
-0.0321577,0.00435606,1071
-0.0320519,0.00507652,1072
-0.0319299,0.00579442,1073
-0.0317918,0.00650941,1074
-0.0316378,0.00722111,1075
-0.0314678,0.00792919,1076
-0.0312819,0.00863327,1077
-0.0310804,0.009333,1078
-0.0308631,0.010028,1079
-0.0306303,0.010718,1080
-0.0303821,0.0114026,1081
-0.0301186,0.0120814,1082
-0.02984,0.0127542,1083
-0.0295463,0.0134206,1084
-0.0292377,0.0140801,1085
-0.0289144,0.0147326,1086
-0.0285766,0.0153777,1087
-0.0282243,0.016015,1088
-0.0278579,0.0166443,1089
-0.0274774,0.0172652,1090
-0.0270831,0.0178774,1091
-0.0266751,0.0184806,1092
-0.0262537,0.0190745,1093
-0.0258191,0.0196587,1094
-0.0253715,0.0202331,1095
-0.0249111,0.0207973,1096
-0.0244382,0.021351,1097
-0.023953,0.021894,1098
-0.0234557,0.0224259,1099
-0.0229466,0.0229466,1100
-0.0224259,0.0234557,1101
-0.021894,0.023953,1102
-0.021351,0.0244382,1103
-0.0207973,0.0249111,1104
-0.0202331,0.0253715,1105
-0.0196587,0.0258191,1106
-0.0190745,0.0262537,1107
-0.0184806,0.0266751,1108
-0.0178774,0.0270831,1109
-0.0172652,0.0274774,1110
-0.0166443,0.0278579,1111
-0.016015,0.0282243,1112
-0.0153777,0.0285766,1113
-0.0147326,0.0289144,1114
-0.0140801,0.0292377,1115
-0.0134206,0.0295463,1116
-0.0127542,0.02984,1117
-0.0120814,0.0301186,1118
-0.0114026,0.0303821,1119
-0.010718,0.0306303,1120
-0.010028,0.0308631,1121
-0.009333,0.0310804,1122
-0.00863327,0.0312819,1123
-0.00792919,0.0314678,1124
-0.00722111,0.0316378,1125
-0.00650941,0.0317918,1126
-0.00579442,0.0319299,1127
-0.00507652,0.0320519,1128
-0.00435606,0.0321577,1129
-0.0036334,0.0322473,1130
-0.00290892,0.0323208,1131
-0.00218297,0.0323779,1132
-0.00145593,0.0324187,1133
-0.000728147,0.0324432,1134
-0,0.0324514,1135
-0.0270426,1.65588e-18,1136
-0.0270358,0.000606783,1137
-0.0270154,0.00121326,1138
-0.0269813,0.00181913,1139
-0.0269337,0.00242408,1140
-0.0268726,0.00302781,1141
-0.0267978,0.00363002,1142
-0.0267097,0.00423039,1143
-0.026608,0.00482864,1144
-0.026493,0.00542446,1145
-0.0263646,0.00601754,1146
-0.0262229,0.0066076,1147
-0.0260681,0.00719433,1148
-0.0259001,0.00777743,1149
-0.025719,0.00835662,1150
-0.0255251,0.0089316,1151
-0.0253182,0.00950209,1152
-0.0250986,0.0100678,1153
-0.0248664,0.0106284,1154
-0.0246217,0.0111837,1155
-0.0243645,0.0117333,1156
-0.0240951,0.0122771,1157
-0.0238136,0.0128146,1158
-0.0235201,0.0133457,1159
-0.0232147,0.0138701,1160
-0.0228976,0.0143875,1161
-0.022569,0.0148977,1162
-0.0222291,0.0154003,1163
-0.0218779,0.0158952,1164
-0.0215157,0.0163821,1165
-0.0211427,0.0168608,1166
-0.0207591,0.0173309,1167
-0.020365,0.0177924,1168
-0.0199607,0.0182448,1169
-0.0195462,0.0186881,1170
-0.019122,0.019122,1171
-0.0186881,0.0195462,1172
-0.0182448,0.0199607,1173
-0.0177924,0.020365,1174
-0.0173309,0.0207591,1175
-0.0168608,0.0211427,1176
-0.0163821,0.0215157,1177
-0.0158952,0.0218779,1178
-0.0154003,0.0222291,1179
-0.0148977,0.022569,1180
-0.0143875,0.0228976,1181
-0.0138701,0.0232147,1182
-0.0133457,0.0235201,1183
-0.0128146,0.0238136,1184
-0.0122771,0.0240951,1185
-0.0117333,0.0243645,1186
-0.0111837,0.0246217,1187
-0.0106284,0.0248664,1188
-0.0100678,0.0250986,1189
-0.00950209,0.0253182,1190
-0.0089316,0.0255251,1191
-0.00835662,0.025719,1192
-0.00777743,0.0259001,1193
-0.00719433,0.0260681,1194
-0.0066076,0.0262229,1195
-0.00601754,0.0263646,1196
-0.00542446,0.026493,1197
-0.00482864,0.026608,1198
-0.00423039,0.0267097,1199
-0.00363002,0.0267978,1200
-0.00302781,0.0268726,1201
-0.00242408,0.0269337,1202
-0.00181913,0.0269813,1203
-0.00121326,0.0270154,1204
-0.000606783,0.0270358,1205
-0,0.0270426,1206
-0.0225353,1.37989e-18,1207
-0.0225296,0.000505647,1208
-0.0225126,0.00101104,1209
-0.0224842,0.00151592,1210
-0.0224445,0.00202004,1211
-0.0223936,0.00252315,1212
-0.0223313,0.00302498,1213
-0.0222578,0.00352529,1214
-0.0221731,0.00402382,1215
-0.0220772,0.00452033,1216
-0.0219702,0.00501457,1217
-0.0218522,0.00550627,1218
-0.0217231,0.00599521,1219
-0.0215832,0.00648112,1220
-0.0214323,0.00696378,1221
-0.0212707,0.00744292,1222
-0.0210983,0.00791832,1223
-0.0209153,0.00838973,1224
-0.0207218,0.00885692,1225
-0.0205178,0.00931965,1226
-0.0203036,0.00977768,1227
-0.0200791,0.0102308,1228
-0.0198444,0.0106788,1229
-0.0195998,0.0111213,1230
-0.0193454,0.0115583,1231
-0.0190811,0.0119895,1232
-0.0188073,0.0124146,1233
-0.018524,0.0128335,1234
-0.0182314,0.0132459,1235
-0.0179296,0.0136516,1236
-0.0176188,0.0140505,1237
-0.0172991,0.0144423,1238
-0.0169707,0.0148268,1239
-0.0166337,0.0152039,1240
-0.0162884,0.0155733,1241
-0.0159348,0.0159348,1242
-0.0155733,0.0162884,1243
-0.0152039,0.0166337,1244
-0.0148268,0.0169707,1245
-0.0144423,0.0172991,1246
-0.0140505,0.0176188,1247
-0.0136516,0.0179296,1248
-0.0132459,0.0182314,1249
-0.0128335,0.018524,1250
-0.0124146,0.0188073,1251
-0.0119895,0.0190811,1252
-0.0115583,0.0193454,1253
-0.0111213,0.0195998,1254
-0.0106788,0.0198444,1255
-0.0102308,0.0200791,1256
-0.00977768,0.0203036,1257
-0.00931965,0.0205178,1258
-0.00885692,0.0207218,1259
-0.00838973,0.0209153,1260
-0.00791832,0.0210983,1261
-0.00744292,0.0212707,1262
-0.00696378,0.0214323,1263
-0.00648112,0.0215832,1264
-0.00599521,0.0217231,1265
-0.00550627,0.0218522,1266
-0.00501457,0.0219702,1267
-0.00452033,0.0220772,1268
-0.00402382,0.0221731,1269
-0.00352529,0.0222578,1270
-0.00302498,0.0223313,1271
-0.00252315,0.0223936,1272
-0.00202004,0.0224445,1273
-0.00151592,0.0224842,1274
-0.00101104,0.0225126,1275
-0.000505647,0.0225296,1276
-0,0.0225353,1277
-0.0187791,1.14989e-18,1278
-0.0187744,0.000421368,1279
-0.0187602,0.000842523,1280
-0.0187366,0.00126325,1281
-0.0187035,0.00168335,1282
-0.0186611,0.0021026,1283
-0.0186092,0.00252079,1284
-0.0185479,0.0029377,1285
-0.0184774,0.00335314,1286
-0.0183975,0.0037669,1287
-0.0183083,0.00417875,1288
-0.0182099,0.0045885,1289
-0.0181024,0.00499594,1290
-0.0179857,0.00540087,1291
-0.01786,0.00580307,1292
-0.0177253,0.00620236,1293
-0.0175817,0.00659852,1294
-0.0174292,0.00699135,1295
-0.0172679,0.00738067,1296
-0.017098,0.00776627,1297
-0.0169194,0.00814796,1298
-0.0167323,0.00852555,1299
-0.0165368,0.00889885,1300
-0.016333,0.00926766,1301
-0.0161209,0.00963181,1302
-0.0159008,0.0099911,1303
-0.0156726,0.0103454,1304
-0.0154365,0.0106944,1305
-0.0151926,0.0110381,1306
-0.0149411,0.0113762,1307
-0.0146821,0.0117086,1308
-0.0144157,0.0120351,1309
-0.014142,0.0123555,1310
-0.0138612,0.0126697,1311
-0.0135735,0.0129776,1312
-0.0132789,0.0132789,1313
-0.0129776,0.0135735,1314
-0.0126697,0.0138612,1315
-0.0123555,0.014142,1316
-0.0120351,0.0144157,1317
-0.0117086,0.0146821,1318
-0.0113762,0.0149411,1319
-0.0110381,0.0151926,1320
-0.0106944,0.0154365,1321
-0.0103454,0.0156726,1322
-0.0099911,0.0159008,1323
-0.00963181,0.0161209,1324
-0.00926766,0.016333,1325
-0.00889885,0.0165368,1326
-0.00852555,0.0167323,1327
-0.00814796,0.0169194,1328
-0.00776627,0.017098,1329
-0.00738067,0.0172679,1330
-0.00699135,0.0174292,1331
-0.00659852,0.0175817,1332
-0.00620236,0.0177253,1333
-0.00580307,0.01786,1334
-0.00540087,0.0179857,1335
-0.00499594,0.0181024,1336
-0.0045885,0.0182099,1337
-0.00417875,0.0183083,1338
-0.0037669,0.0183975,1339
-0.00335314,0.0184774,1340
-0.0029377,0.0185479,1341
-0.00252079,0.0186092,1342
-0.0021026,0.0186611,1343
-0.00168335,0.0187035,1344
-0.00126325,0.0187366,1345
-0.000842523,0.0187602,1346
-0.000421368,0.0187744,1347
-0,0.0187791,1348
-0.015649,9.58228e-19,1349
-0.0156451,0.000351134,1350
-0.0156333,0.000702092,1351
-0.0156136,0.0010527,1352
-0.015586,0.00140277,1353
-0.0155506,0.00175214,1354
-0.0155074,0.00210062,1355
-0.0154564,0.00244805,1356
-0.0153976,0.00279424,1357
-0.015331,0.00313903,1358
-0.0152567,0.00348224,1359
-0.0151747,0.00382369,1360
-0.0150851,0.00416322,1361
-0.0149879,0.00450065,1362
-0.0148831,0.00483582,1363
-0.0147709,0.00516855,1364
-0.0146512,0.00549868,1365
-0.0145241,0.00582604,1366
-0.0143897,0.00615047,1367
-0.0142481,0.0064718,1368
-0.0140993,0.00678987,1369
-0.0139434,0.00710452,1370
-0.0137805,0.00741559,1371
-0.0136106,0.00772293,1372
-0.0134339,0.00802638,1373
-0.0132504,0.00832579,1374
-0.0130603,0.00862101,1375
-0.0128635,0.00891189,1376
-0.0126603,0.00919828,1377
-0.0124508,0.00948003,1378
-0.0122349,0.00975702,1379
-0.0120129,0.0100291,1380
-0.0117848,0.0102961,1381
-0.0115509,0.0105579,1382
-0.011311,0.0108145,1383
-0.0110655,0.0110655,1384
-0.0108145,0.011311,1385
-0.0105579,0.0115509,1386
-0.0102961,0.0117848,1387
-0.0100291,0.0120129,1388
-0.00975702,0.0122349,1389
-0.00948003,0.0124508,1390
-0.00919828,0.0126603,1391
-0.00891189,0.0128635,1392
-0.00862101,0.0130603,1393
-0.00832579,0.0132504,1394
-0.00802638,0.0134339,1395
-0.00772293,0.0136106,1396
-0.00741559,0.0137805,1397
-0.00710452,0.0139434,1398
-0.00678987,0.0140993,1399
-0.0064718,0.0142481,1400
-0.00615047,0.0143897,1401
-0.00582604,0.0145241,1402
-0.00549868,0.0146512,1403
-0.00516855,0.0147709,1404
-0.00483582,0.0148831,1405
-0.00450065,0.0149879,1406
-0.00416322,0.0150851,1407
-0.00382369,0.0151747,1408
-0.00348224,0.0152567,1409
-0.00313903,0.015331,1410
-0.00279424,0.0153976,1411
-0.00244805,0.0154564,1412
-0.00210062,0.0155074,1413
-0.00175214,0.0155506,1414
-0.00140277,0.015586,1415
-0.0010527,0.0156136,1416
-0.000702092,0.0156333,1417
-0.000351134,0.0156451,1418
-0,0.015649,1419
-0.0130406,7.98508e-19,1420
-0.0130373,0.000292607,1421
-0.0130275,0.000585066,1422
-0.0130111,0.00087723,1423
-0.0129881,0.00116895,1424
-0.0129586,0.00146009,1425
-0.0129226,0.00175049,1426
-0.0128801,0.00204,1427
-0.0128311,0.00232849,1428
-0.0127756,0.00261581,1429
-0.0127137,0.00290181,1430
-0.0126454,0.00318635,1431
-0.0125707,0.00346929,1432
-0.0124897,0.00375048,1433
-0.0124024,0.00402978,1434
-0.0123088,0.00430705,1435
-0.0122091,0.00458215,1436
-0.0121032,0.00485494,1437
-0.0119912,0.00512529,1438
-0.0118732,0.00539306,1439
-0.0117492,0.00565812,1440
-0.0116193,0.00592032,1441
-0.0114835,0.00617955,1442
-0.011342,0.00643566,1443
-0.0111947,0.00668853,1444
-0.0110418,0.00693803,1445
-0.0108834,0.00718404,1446
-0.0107194,0.00742644,1447
-0.0105501,0.00766509,1448
-0.0103754,0.00789988,1449
-0.0101956,0.0081307,1450
-0.0100106,0.00835742,1451
-0.00982053,0.00857994,1452
-0.00962554,0.00879813,1453
-0.0094257,0.00901189,1454
-0.00922112,0.00922112,1455
-0.00901189,0.0094257,1456
-0.00879813,0.00962554,1457
-0.00857994,0.00982053,1458
-0.00835742,0.0100106,1459
-0.0081307,0.0101956,1460
-0.00789988,0.0103754,1461
-0.00766509,0.0105501,1462
-0.00742644,0.0107194,1463
-0.00718404,0.0108834,1464
-0.00693803,0.0110418,1465
-0.00668853,0.0111947,1466
-0.00643566,0.011342,1467
-0.00617955,0.0114835,1468
-0.00592032,0.0116193,1469
-0.00565812,0.0117492,1470
-0.00539306,0.0118732,1471
-0.00512529,0.0119912,1472
-0.00485494,0.0121032,1473
-0.00458215,0.0122091,1474
-0.00430705,0.0123088,1475
-0.00402978,0.0124024,1476
-0.00375048,0.0124897,1477
-0.00346929,0.0125707,1478
-0.00318635,0.0126454,1479
-0.00290181,0.0127137,1480
-0.00261581,0.0127756,1481
-0.00232849,0.0128311,1482
-0.00204,0.0128801,1483
-0.00175049,0.0129226,1484
-0.00146009,0.0129586,1485
-0.00116895,0.0129881,1486
-0.00087723,0.0130111,1487
-0.000585066,0.0130275,1488
-0.000292607,0.0130373,1489
-0,0.0130406,1490
-0.010867,6.65409e-19,1491
-0.0108642,0.000243833,1492
-0.010856,0.000487544,1493
-0.0108423,0.000731009,1494
-0.0108232,0.000974106,1495
-0.0107986,0.00121671,1496
-0.0107686,0.00145871,1497
-0.0107332,0.00169997,1498
-0.0106923,0.00194037,1499
-0.0106461,0.0021798,1500
-0.0105945,0.00241812,1501
-0.0105376,0.00265524,1502
-0.0104753,0.00289101,1503
-0.0104078,0.00312533,1504
-0.0103351,0.00335807,1505
-0.0102571,0.00358913,1506
-0.010174,0.00381837,1507
-0.0100858,0.0040457,1508
-0.00999247,0.00427098,1509
-0.00989412,0.00449412,1510
-0.00979079,0.00471499,1511
-0.00968253,0.00493349,1512
-0.00956939,0.00514951,1513
-0.00945144,0.00536293,1514
-0.00932872,0.00557365,1515
-0.00920131,0.00578157,1516
-0.00906927,0.00598657,1517
-0.00893266,0.00618856,1518
-0.00879155,0.00638744,1519
-0.00864602,0.00658309,1520
-0.00849613,0.00677543,1521
-0.00834196,0.00696437,1522
-0.00818359,0.00714979,1523
-0.0080211,0.00733161,1524
-0.00785458,0.00750975,1525
-0.0076841,0.0076841,1526
-0.00750975,0.00785458,1527
-0.00733161,0.0080211,1528
-0.00714979,0.00818359,1529
-0.00696437,0.00834196,1530
-0.00677543,0.00849613,1531
-0.00658309,0.00864602,1532
-0.00638744,0.00879155,1533
-0.00618856,0.00893266,1534
-0.00598657,0.00906927,1535
-0.00578157,0.00920131,1536
-0.00557365,0.00932872,1537
-0.00536293,0.00945144,1538
-0.00514951,0.00956939,1539
-0.00493349,0.00968253,1540
-0.00471499,0.00979079,1541
-0.00449412,0.00989412,1542
-0.00427098,0.00999247,1543
-0.0040457,0.0100858,1544
-0.00381837,0.010174,1545
-0.00358913,0.0102571,1546
-0.00335807,0.0103351,1547
-0.00312533,0.0104078,1548
-0.00289101,0.0104753,1549
-0.00265524,0.0105376,1550
-0.00241812,0.0105945,1551
-0.0021798,0.0106461,1552
-0.00194037,0.0106923,1553
-0.00169997,0.0107332,1554
-0.00145871,0.0107686,1555
-0.00121671,0.0107986,1556
-0.000974106,0.0108232,1557
-0.000731009,0.0108423,1558
-0.000487544,0.010856,1559
-0.000243833,0.0108642,1560
-0,0.010867,1561
-0.00905556,5.54493e-19,1562
-0.00905328,0.000203189,1563
-0.00904644,0.000406276,1564
-0.00903504,0.000609158,1565
-0.0090191,0.000811734,1566
-0.00899862,0.0010139,1567
-0.0089736,0.00121556,1568
-0.00894407,0.0014166,1569
-0.00891003,0.00161693,1570
-0.00887151,0.00181645,1571
-0.00882851,0.00201505,1572
-0.00878108,0.00221264,1573
-0.00872922,0.00240911,1574
-0.00867297,0.00260437,1575
-0.00861235,0.00279832,1576
-0.00854739,0.00299086,1577
-0.00847813,0.00318189,1578
-0.0084046,0.00337133,1579
-0.00832684,0.00355906,1580
-0.00824488,0.003745,1581
-0.00815877,0.00392906,1582
-0.00806856,0.00411114,1583
-0.00797428,0.00429114,1584
-0.00787599,0.00446899,1585
-0.00777373,0.00464459,1586
-0.00766756,0.00481785,1587
-0.00755752,0.00498868,1588
-0.00744369,0.005157,1589
-0.0073261,0.00532272,1590
-0.00720482,0.00548577,1591
-0.00707992,0.00564605,1592
-0.00695145,0.00580348,1593
-0.00681948,0.005958,1594
-0.00668408,0.00610952,1595
-0.00654531,0.00625796,1596
-0.00640324,0.00640324,1597
-0.00625796,0.00654531,1598
-0.00610952,0.00668408,1599
-0.005958,0.00681948,1600
-0.00580348,0.00695145,1601
-0.00564605,0.00707992,1602
-0.00548577,0.00720482,1603
-0.00532272,0.0073261,1604
-0.005157,0.00744369,1605
-0.00498868,0.00755752,1606
-0.00481785,0.00766756,1607
-0.00464459,0.00777373,1608
-0.00446899,0.00787599,1609
-0.00429114,0.00797428,1610
-0.00411114,0.00806856,1611
-0.00392906,0.00815877,1612
-0.003745,0.00824488,1613
-0.00355906,0.00832684,1614
-0.00337133,0.0084046,1615
-0.00318189,0.00847813,1616
-0.00299086,0.00854739,1617
-0.00279832,0.00861235,1618
-0.00260437,0.00867297,1619
-0.00240911,0.00872922,1620
-0.00221264,0.00878108,1621
-0.00201505,0.00882851,1622
-0.00181645,0.00887151,1623
-0.00161693,0.00891003,1624
-0.0014166,0.00894407,1625
-0.00121556,0.0089736,1626
-0.0010139,0.00899862,1627
-0.000811734,0.0090191,1628
-0.000609158,0.00903504,1629
-0.000406276,0.00904644,1630
-0.000203189,0.00905328,1631
-0,0.00905556,1632
-0.00754606,4.62063e-19,1633
-0.00754416,0.000169319,1634
-0.00753846,0.000338553,1635
-0.00752896,0.000507616,1636
-0.00751568,0.000676423,1637
-0.00749861,0.00084489,1638
-0.00747776,0.00101293,1639
-0.00745315,0.00118046,1640
-0.00742479,0.0013474,1641
-0.00739269,0.00151366,1642
-0.00735686,0.00167916,1643
-0.00731733,0.00184381,1644
-0.00727412,0.00200753,1645
-0.00722724,0.00217024,1646
-0.00717673,0.00233186,1647
-0.0071226,0.0024923,1648
-0.00706488,0.00265149,1649
-0.00700361,0.00280935,1650
-0.00693881,0.00296579,1651
-0.00687052,0.00312074,1652
-0.00679876,0.00327411,1653
-0.00672359,0.00342584,1654
-0.00664502,0.00357584,1655
-0.00656312,0.00372404,1656
-0.0064779,0.00387037,1657
-0.00638943,0.00401474,1658
-0.00629774,0.0041571,1659
-0.00620288,0.00429736,1660
-0.00610489,0.00443546,1661
-0.00600383,0.00457133,1662
-0.00589975,0.00470489,1663
-0.00579269,0.00483608,1664
-0.00568272,0.00496484,1665
-0.00556989,0.0050911,1666
-0.00545425,0.0052148,1667
-0.00533587,0.00533587,1668
-0.0052148,0.00545425,1669
-0.0050911,0.00556989,1670
-0.00496484,0.00568272,1671
-0.00483608,0.00579269,1672
-0.00470489,0.00589975,1673
-0.00457133,0.00600383,1674
-0.00443546,0.00610489,1675
-0.00429736,0.00620288,1676
-0.0041571,0.00629774,1677
-0.00401474,0.00638943,1678
-0.00387037,0.0064779,1679
-0.00372404,0.00656312,1680
-0.00357584,0.00664502,1681
-0.00342584,0.00672359,1682
-0.00327411,0.00679876,1683
-0.00312074,0.00687052,1684
-0.00296579,0.00693881,1685
-0.00280935,0.00700361,1686
-0.00265149,0.00706488,1687
-0.0024923,0.0071226,1688
-0.00233186,0.00717673,1689
-0.00217024,0.00722724,1690
-0.00200753,0.00727412,1691
-0.00184381,0.00731733,1692
-0.00167916,0.00735686,1693
-0.00151366,0.00739269,1694
-0.0013474,0.00742479,1695
-0.00118046,0.00745315,1696
-0.00101293,0.00747776,1697
-0.00084489,0.00749861,1698
-0.000676423,0.00751568,1699
-0.000507616,0.00752896,1700
-0.000338553,0.00753846,1701
-0.000169319,0.00754416,1702
-0,0.00754606,1703
-0.00628814,3.85038e-19,1704
-0.00628656,0.000141094,1705
-0.00628181,0.000282116,1706
-0.0062739,0.000422997,1707
-0.00626283,0.000563665,1708
-0.0062486,0.000704049,1709
-0.00623123,0.000844078,1710
-0.00621073,0.000983682,1711
-0.00618709,0.00112279,1712
-0.00616034,0.00126133,1713
-0.00613049,0.00139924,1714
-0.00609755,0.00153645,1715
-0.00606154,0.00167288,1716
-0.00602247,0.00180847,1717
-0.00598038,0.00194314,1718
-0.00593527,0.00207684,1719
-0.00588718,0.00220949,1720
-0.00583612,0.00234104,1721
-0.00578212,0.0024714,1722
-0.00572521,0.00260051,1723
-0.00566542,0.00272832,1724
-0.00560278,0.00285476,1725
-0.00553731,0.00297975,1726
-0.00546906,0.00310325,1727
-0.00539805,0.00322518,1728
-0.00532432,0.00334549,1729
-0.00524792,0.00346412,1730
-0.00516887,0.003581,1731
-0.00508721,0.00369608,1732
-0.005003,0.00380929,1733
-0.00491627,0.00392059,1734
-0.00482706,0.00402992,1735
-0.00473542,0.00413721,1736
-0.0046414,0.00424242,1737
-0.00454504,0.0043455,1738
-0.00444639,0.00444639,1739
-0.0043455,0.00454504,1740
-0.00424242,0.0046414,1741
-0.00413721,0.00473542,1742
-0.00402992,0.00482706,1743
-0.00392059,0.00491627,1744
-0.00380929,0.005003,1745
-0.00369608,0.00508721,1746
-0.003581,0.00516887,1747
-0.00346412,0.00524792,1748
-0.00334549,0.00532432,1749
-0.00322518,0.00539805,1750
-0.00310325,0.00546906,1751
-0.00297975,0.00553731,1752
-0.00285476,0.00560278,1753
-0.00272832,0.00566542,1754
-0.00260051,0.00572521,1755
-0.0024714,0.00578212,1756
-0.00234104,0.00583612,1757
-0.00220949,0.00588718,1758
-0.00207684,0.00593527,1759
-0.00194314,0.00598038,1760
-0.00180847,0.00602247,1761
-0.00167288,0.00606154,1762
-0.00153645,0.00609755,1763
-0.00139924,0.00613049,1764
-0.00126133,0.00616034,1765
-0.00112279,0.00618709,1766
-0.000983682,0.00621073,1767
-0.000844078,0.00623123,1768
-0.000704049,0.0062486,1769
-0.000563665,0.00626283,1770
-0.000422997,0.0062739,1771
-0.000282116,0.00628181,1772
-0.000141094,0.00628656,1773
-0,0.00628814,1774
-0.00523988,3.2085e-19,1775
-0.00523856,0.000117573,1776
-0.0052346,0.000235086,1777
-0.00522801,0.000352482,1778
-0.00521879,0.000469699,1779
-0.00520693,0.00058668,1780
-0.00519246,0.000703366,1781
-0.00517537,0.000819698,1782
-0.00515567,0.000935617,1783
-0.00513338,0.00105106,1784
-0.00510851,0.00116598,1785
-0.00508106,0.00128031,1786
-0.00505105,0.001394,1787
-0.0050185,0.00150699,1788
-0.00498342,0.00161921,1789
-0.00494584,0.00173062,1790
-0.00490576,0.00184116,1791
-0.00486321,0.00195077,1792
-0.00481822,0.0020594,1793
-0.00477079,0.002167,1794
-0.00472097,0.0022735,1795
-0.00466877,0.00237886,1796
-0.00461421,0.00248301,1797
-0.00455734,0.00258592,1798
-0.00449817,0.00268753,1799
-0.00443673,0.00278778,1800
-0.00437306,0.00288663,1801
-0.00430719,0.00298403,1802
-0.00423915,0.00307992,1803
-0.00416898,0.00317427,1804
-0.0040967,0.00326701,1805
-0.00402237,0.00335811,1806
-0.003946,0.00344752,1807
-0.00386765,0.00353519,1808
-0.00378736,0.00362109,1809
-0.00370515,0.00370515,1810
-0.00362109,0.00378736,1811
-0.00353519,0.00386765,1812
-0.00344752,0.003946,1813
-0.00335811,0.00402237,1814
-0.00326701,0.0040967,1815
-0.00317427,0.00416898,1816
-0.00307992,0.00423915,1817
-0.00298403,0.00430719,1818
-0.00288663,0.00437306,1819
-0.00278778,0.00443673,1820
-0.00268753,0.00449817,1821
-0.00258592,0.00455734,1822
-0.00248301,0.00461421,1823
-0.00237886,0.00466877,1824
-0.0022735,0.00472097,1825
-0.002167,0.00477079,1826
-0.0020594,0.00481822,1827
-0.00195077,0.00486321,1828
-0.00184116,0.00490576,1829
-0.00173062,0.00494584,1830
-0.00161921,0.00498342,1831
-0.00150699,0.0050185,1832
-0.001394,0.00505105,1833
-0.00128031,0.00508106,1834
-0.00116598,0.00510851,1835
-0.00105106,0.00513338,1836
-0.000935617,0.00515567,1837
-0.000819698,0.00517537,1838
-0.000703366,0.00519246,1839
-0.00058668,0.00520693,1840
-0.000469699,0.00521879,1841
-0.000352482,0.00522801,1842
-0.000235086,0.0052346,1843
-0.000117573,0.00523856,1844
-0,0.00523988,1845
-0.00436633,2.6736e-19,1846
-0.00436523,9.79719e-05,1847
-0.00436193,0.000195895,1848
-0.00435644,0.000293719,1849
-0.00434875,0.000391395,1850
-0.00433887,0.000488874,1851
-0.00432681,0.000586106,1852
-0.00431257,0.000683044,1853
-0.00429616,0.000779638,1854
-0.00427758,0.000875839,1855
-0.00425685,0.000971599,1856
-0.00423398,0.00106687,1857
-0.00420898,0.0011616,1858
-0.00418185,0.00125575,1859
-0.00415262,0.00134927,1860
-0.0041213,0.00144211,1861
-0.00408791,0.00153422,1862
-0.00405245,0.00162556,1863
-0.00401496,0.00171608,1864
-0.00397544,0.00180573,1865
-0.00393393,0.00189448,1866
-0.00389043,0.00198227,1867
-0.00384497,0.00206907,1868
-0.00379757,0.00215482,1869
-0.00374827,0.00223949,1870
-0.00369708,0.00232303,1871
-0.00364402,0.0024054,1872
-0.00358913,0.00248656,1873
-0.00353243,0.00256646,1874
-0.00347396,0.00264508,1875
-0.00341373,0.00272236,1876
-0.00335179,0.00279827,1877
